zip_code,Population Density (Per Sq. Mile),incomeBelowPovertyLevelProportion,incomePerCapita,incomeGiniIndex,underPoverty,popDensity,whiteMajority,eduHsOrLessProportion,eduHsProportion,eduBachOrBetterProportion,eduEnrollmentProportion,eduDropoutProportion,employedProportion,employedPvtSecProportion,employedPubSecProportion,employedSelfEmpProportion,employedPvtNonProProportion,employedUnpaidFamProportion,insuredProportion,housingRentMoreThan30pcProportion,longitude,latitude
10021,116203.6,0.060956217534188485,125769.0,0.5708,0,116203.6,0.8090612008981171,0.011731721922804726,0.15997060264576188,0.8282976754314334,0.1433427234419016,0.0,0.9805240661587066,0.6742731511314961,0.05443311474167014,0.1609870740305523,0.10776695348925364,0.0025397066070277853,0.9656895701671822,0.40304838593716297,,
10022,70597.98,0.046993829817764385,145479.0,0.5682,0,70597.98,0.8444184763203169,0.02414682465517886,0.1541135573580533,0.8217396179867679,0.11361748779110328,0.0036900369003690036,0.9785488335310399,0.6789574704515607,0.04298413981210223,0.17885645014647944,0.09844428730174765,0.0007576522881099101,0.9797887896019496,0.39776230163260645,,
10023,125408.9,0.08382809208258321,114641.0,0.563,0,125408.9,0.7980459732743765,0.030296938139562937,0.15729478699664262,0.8124082748637944,0.17441035345002365,0.006172839506172839,0.9607152533188837,0.6637619853355894,0.06520022560631698,0.15707839819514946,0.11125211505922165,0.0027072758037225042,0.9639813971640432,0.35353956909593615,,
10024,68207.43,0.07847098755454986,113584.0,0.5735,0,68207.43,0.8291290675417008,0.048464684566318424,0.15317128991926085,0.7983640255144208,0.19000617992407523,0.0006882312456985547,0.9683782179896572,0.6168728843235671,0.056962764094782306,0.17596591572312362,0.14786389634644567,0.002334539512081242,0.9534354304635762,0.35671805531497197,,
10025,125569.5,0.16487579433853264,68995.0,0.5942,0,125569.5,0.6442012248098155,0.09691587365164427,0.22804303689073657,0.6750410894576192,0.2438676368072499,0.013843888070692194,0.9293479302874015,0.5453870275623041,0.10521538207625021,0.16696237002805744,0.1806816306321175,0.0017535897012708368,0.9510846265969305,0.46443473725387924,,
10026,120676.2,0.24285626873890961,39354.0,0.5801,0,120676.2,0.2750529859119811,0.16668409494928368,0.39597058105894245,0.43734532399177384,0.22499353838201086,0.08105560791705937,0.9257400436823272,0.60694744239747,0.1442196676873651,0.07810852868831886,0.17037297324431505,0.0003513879825309974,0.925592845659164,0.42481682064351706,,
10027,75005.61,0.2758499170812604,30256.0,0.5704,0,75005.61,0.3140977587393865,0.1670559341214996,0.35944234427295274,0.47350172160554765,0.3652833768081575,0.03345485738794767,0.9454447001489102,0.577033218785796,0.12732674684994272,0.10592067583046964,0.18868127147766323,0.0010380870561282932,0.9187067895083777,0.45393502518021134,,
10028,159438.9,0.05768089477288291,115071.0,0.5638,0,159438.9,0.8684993312171847,0.02573838648434308,0.14303910023791785,0.8312225132777391,0.1573047573993706,0.03571428571428571,0.9748412235756144,0.6982028766562804,0.04579359833821169,0.1476410789034715,0.10641110376734964,0.0019513423346866838,0.9581278329106847,0.40965785558988443,,
10029,98009.99,0.2928867025845241,27966.0,0.6164,1,98009.99,0.33311898696609205,0.24300911578680295,0.4255966943946066,0.3313941898185904,0.27729457541771574,0.033738191632928474,0.8780661309445396,0.7064542263029976,0.10946079755153479,0.06736279893179704,0.11387163561076605,0.002850541602904552,0.9085297278384525,0.48320465935256673,,
10030,108132.3,0.29167000080019206,28648.0,0.5735,1,108132.3,0.15625103603752943,0.22527420574886536,0.4650624054462935,0.3096633888048411,0.24269117392058262,0.08473221422861711,0.8656163695706753,0.6454934377492567,0.16677543325357116,0.07396127909506199,0.11376984990211007,0.0,0.897092464277426,0.4825431826534362,,
10031,95855.48,0.21822140345000837,26417.0,0.5009,1,95855.48,0.31541149690615883,0.27902822436584496,0.3830832440157199,0.33788853161843513,0.23229869099563666,0.033117932148626815,0.9211608157083356,0.6651986259138554,0.09371972165947327,0.10960392260489152,0.13009777151413723,0.00137995830764262,0.8522224360207812,0.536253314297369,,
10032,96103.1,0.23624019144081473,23217.0,0.4896,0,96103.1,0.3086650312574187,0.3032396481441751,0.38957305299292,0.30718729886290497,0.2295033793711431,0.09714548802946593,0.9061822888820102,0.6940968232773345,0.09437008974319162,0.09241375027171382,0.11710089122131478,0.002018445486445362,0.8659733248650365,0.526266318537859,,
